pH,total sulfur dioxide,chlorides,residual sugar,citric acid,quality white
3.23 ,117.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,7.8 g/dm^3,0.13 g/dm^3,False
3.37 ,59.0 mg/dm^3,0.083 g(sodium chloride)/dm^3,3.2 g/dm^3,0.39 g/dm^3,False
3.28 ,158.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,18.15 g/dm^3,0.49 g/dm^3,True
3.19 ,108.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,2.0 g/dm^3,0.34 g/dm^3,True
3.2 ,110.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,6.7 g/dm^3,0.49 g/dm^3,True
2.8 ,116.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,6.9 g/dm^3,0.35 g/dm^3,True
3.31 ,142.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,2.2 g/dm^3,0.32 g/dm^3,True
3.42 ,54.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,2.8 g/dm^3,0.43 g/dm^3,False
2.8 ,53.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,1.2 g/dm^3,0.28 g/dm^3,False
3.24 ,87.0 mg/dm^3,0.09 g(sodium chloride)/dm^3,3.4 g/dm^3,0.26 g/dm^3,False
3.26 ,228.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,14.4 g/dm^3,0.44 g/dm^3,True
3.12 ,127.0 mg/dm^3,0.018 g(sodium chloride)/dm^3,4.8 g/dm^3,-0.34 g/dm^3,True
3.22 ,189.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,8.0 g/dm^3,0.51 g/dm^3,False
3.19 ,125.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,2.2 g/dm^3,0.28 g/dm^3,True
3.01 ,221.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,11.3 g/dm^3,0.49 g/dm^3,False
3.36 ,80.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,2.8 g/dm^3,0.1 g/dm^3,False
3.03 ,125.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,2.8 g/dm^3,0.3 g/dm^3,True
3.37 ,101.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,1.6 g/dm^3,0.22 g/dm^3,False
3.08 ,147.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,16.05 g/dm^3,0.24 g/dm^3,False
3.2 ,139.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,20.8 g/dm^3,0.36 g/dm^3,True
3.46 ,37.0 mg/dm^3,0.105 g(sodium chloride)/dm^3,2.5 g/dm^3,0.0 g/dm^3,False
3.26 ,176.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,16.2 g/dm^3,0.23 g/dm^3,False
3.08 ,206.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,10.7 g/dm^3,0.5 g/dm^3,False
3.05 ,150.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,1.8 g/dm^3,0.24 g/dm^3,True
3.13 ,188.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,1.8 g/dm^3,0.28 g/dm^3,True
3.16 ,99.0 mg/dm^3,0.103 g(sodium chloride)/dm^3,3.0 g/dm^3,0.58 g/dm^3,False
3.26 ,203.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,7.5 g/dm^3,0.45 g/dm^3,True
3.24 ,143.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,12.6 g/dm^3,0.46 g/dm^3,True
3.28 ,139.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,2.0 g/dm^3,0.36 g/dm^3,True
3.34 ,73.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,2.0 g/dm^3,0.29 g/dm^3,False
3.19 ,99.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,1.2 g/dm^3,0.27 g/dm^3,True
3.29 ,21.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,1.7 g/dm^3,0.24 g/dm^3,False
3.17 ,134.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,13.7 g/dm^3,0.29 g/dm^3,True
3.29 ,72.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,4.8 g/dm^3,0.24 g/dm^3,True
3.25 ,148.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,5.9 g/dm^3,0.36 g/dm^3,True
3.17 ,22.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,3.2 g/dm^3,0.73 g/dm^3,False
3.42 ,113.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,8.8 g/dm^3,0.34 g/dm^3,True
3.14 ,20.0 mg/dm^3,0.087 g(sodium chloride)/dm^3,2.3 g/dm^3,0.57 g/dm^3,False
3.24 ,197.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,12.3 g/dm^3,0.44 g/dm^3,True
3.23 ,41.0 mg/dm^3,0.122 g(sodium chloride)/dm^3,2.9 g/dm^3,0.64 g/dm^3,False
3.26 ,91.0 mg/dm^3,0.083 g(sodium chloride)/dm^3,2.0 g/dm^3,0.27 g/dm^3,False
3.19 ,161.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,2.2 g/dm^3,0.19 g/dm^3,True
3.22 ,102.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,6.4 g/dm^3,0.27 g/dm^3,True
3.02 ,121.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,6.9 g/dm^3,0.31 g/dm^3,True
3.03 ,119.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.8 g/dm^3,0.34 g/dm^3,True
3.22 ,16.0 mg/dm^3,0.127 g(sodium chloride)/dm^3,2.1 g/dm^3,0.29 g/dm^3,False
3.3 ,35.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,1.9 g/dm^3,0.18 g/dm^3,False
3.18 ,140.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,9.7 g/dm^3,0.42 g/dm^3,True
3.2 ,67.0 mg/dm^3,0.098 g(sodium chloride)/dm^3,2.6 g/dm^3,0.0 g/dm^3,False
3.1 ,132.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,6.7 g/dm^3,0.31 g/dm^3,True
3.15 ,176.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,31.6 g/dm^3,0.28 g/dm^3,True
3.28 ,126.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,1.3 g/dm^3,0.41 g/dm^3,False
3.09 ,99.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,5.5 g/dm^3,0.26 g/dm^3,True
2.93 ,109.0 mg/dm^3,0.149 g(sodium chloride)/dm^3,1.3 g/dm^3,0.82 g/dm^3,True
3.46 ,100.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,2.7 g/dm^3,0.31 g/dm^3,True
3.12 ,205.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,14.4 g/dm^3,0.28 g/dm^3,True
3.16 ,60.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,1.9 g/dm^3,0.56 g/dm^3,False
3.09 ,131.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,10.05 g/dm^3,0.32 g/dm^3,True
3.03 ,160.0 mg/dm^3,0.029 g(sodium chloride)/dm^3,6.5 g/dm^3,0.31 g/dm^3,True
3.02 ,37.0 mg/dm^3,0.018 g(sodium chloride)/dm^3,3.1 g/dm^3,0.3 g/dm^3,True
3.11 ,136.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,10.7 g/dm^3,0.38 g/dm^3,True
3.36 ,138.0 mg/dm^3,0.029 g(sodium chloride)/dm^3,1.4 g/dm^3,0.33 g/dm^3,True
3.36 ,119.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,1.4 g/dm^3,0.04 g/dm^3,True
3.2 ,97.0 mg/dm^3,0.022 g(sodium chloride)/dm^3,7.7 g/dm^3,0.45 g/dm^3,True
3.22 ,13.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,2.2 g/dm^3,0.37 g/dm^3,False
3.05 ,128.0 mg/dm^3,0.018 g(sodium chloride)/dm^3,1.2 g/dm^3,0.23 g/dm^3,False
3.32 ,27.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,2.6 g/dm^3,0.51 g/dm^3,False
3.22 ,120.0 mg/dm^3,0.064 g(sodium chloride)/dm^3,1.2 g/dm^3,0.03 g/dm^3,False
3.16 ,126.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,6.0 g/dm^3,0.35 g/dm^3,True
3.16 ,85.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,1.2 g/dm^3,0.39 g/dm^3,False
3.01 ,278.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,8.3 g/dm^3,0.68 g/dm^3,False
3.35 ,113.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,1.1 g/dm^3,0.33 g/dm^3,True
3.08 ,172.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,9.7 g/dm^3,0.33 g/dm^3,False
3.19 ,84.0 mg/dm^3,0.107 g(sodium chloride)/dm^3,1.8 g/dm^3,0.15 g/dm^3,False
2.77 ,115.0 mg/dm^3,0.087 g(sodium chloride)/dm^3,2.4 g/dm^3,0.23 g/dm^3,True
3.09 ,194.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,13.3 g/dm^3,0.5 g/dm^3,False
3.22 ,212.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,10.6 g/dm^3,0.45 g/dm^3,True
3.57 ,18.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,1.6 g/dm^3,0.06 g/dm^3,False
3.22 ,68.0 mg/dm^3,0.02 g(sodium chloride)/dm^3,6.0 g/dm^3,0.31 g/dm^3,True
3.37 ,54.0 mg/dm^3,0.077 g(sodium chloride)/dm^3,1.9 g/dm^3,0.2 g/dm^3,False
3.34 ,84.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,1.5 g/dm^3,0.31 g/dm^3,True
2.99 ,94.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,2.7 g/dm^3,0.28 g/dm^3,True
3.09 ,131.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,10.05 g/dm^3,0.32 g/dm^3,True
3.19 ,176.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,7.0 g/dm^3,0.54 g/dm^3,False
3.23 ,72.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9 g/dm^3,0.24 g/dm^3,False
3.02 ,112.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,1.4 g/dm^3,0.34 g/dm^3,True
3.15 ,170.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,8.1 g/dm^3,0.4 g/dm^3,True
3.39 ,21.0 mg/dm^3,0.186 g(sodium chloride)/dm^3,1.6 g/dm^3,0.12 g/dm^3,False
3.14 ,136.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,1.3 g/dm^3,0.49 g/dm^3,True
3.21 ,106.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,1.9 g/dm^3,0.18 g/dm^3,True
3.15 ,90.0 mg/dm^3,0.104 g(sodium chloride)/dm^3,3.9 g/dm^3,0.25 g/dm^3,False
3.08 ,118.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,17.3 g/dm^3,0.23 g/dm^3,True
3.19 ,187.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,1.4 g/dm^3,0.47 g/dm^3,False
3.19 ,88.0 mg/dm^3,0.092 g(sodium chloride)/dm^3,2.5 g/dm^3,0.21 g/dm^3,False
3.27 ,157.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,2.4 g/dm^3,0.24 g/dm^3,True
3.37 ,26.0 mg/dm^3,0.089 g(sodium chloride)/dm^3,2.2 g/dm^3,0.0 g/dm^3,False
3.16 ,152.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,5.7 g/dm^3,0.4 g/dm^3,True
3.38 ,21.0 mg/dm^3,0.091 g(sodium chloride)/dm^3,2.5 g/dm^3,0.07 g/dm^3,False
3.14 ,161.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,6.5 g/dm^3,0.44 g/dm^3,False
3.18 ,213.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,14.3 g/dm^3,0.42 g/dm^3,False
3.54 ,106.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,1.6 g/dm^3,0.04 g/dm^3,False
3.3 ,59.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,1.6 g/dm^3,0.33 g/dm^3,True
2.85 ,104.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,2.1 g/dm^3,0.43 g/dm^3,False
3.2 ,108.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,10.3 g/dm^3,0.27 g/dm^3,True
3.07 ,189.0 mg/dm^3,0.067 g(sodium chloride)/dm^3,14.4 g/dm^3,0.34 g/dm^3,True
3.37 ,158.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,16.9 g/dm^3,0.32 g/dm^3,True
3.13 ,160.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,7.4 g/dm^3,0.26 g/dm^3,True
3.08 ,29.0 mg/dm^3,0.074 g(sodium chloride)/dm^3,2.4 g/dm^3,0.47 g/dm^3,False
3.3 ,54.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,2.1 g/dm^3,0.32 g/dm^3,False
3.25 ,108.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,1.9 g/dm^3,0.34 g/dm^3,True
3.18 ,28.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,2.3 g/dm^3,0.27 g/dm^3,False
3.63 ,136.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,1.4 g/dm^3,0.33 g/dm^3,True
3.26 ,100.0 mg/dm^3,0.083 g(sodium chloride)/dm^3,2.0 g/dm^3,0.26 g/dm^3,False
3.3 ,176.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,8.1 g/dm^3,0.38 g/dm^3,True
3.05 ,169.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,1.6 g/dm^3,0.28 g/dm^3,False
3.57 ,118.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,4.2 g/dm^3,0.4 g/dm^3,True
3.08 ,156.0 mg/dm^3,0.021 g(sodium chloride)/dm^3,8.8 g/dm^3,0.27 g/dm^3,True
3.22 ,89.0 mg/dm^3,0.095 g(sodium chloride)/dm^3,2.7 g/dm^3,0.33 g/dm^3,False
3.14 ,89.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,2.5 g/dm^3,0.37 g/dm^3,True
3.06 ,198.0 mg/dm^3,0.024 g(sodium chloride)/dm^3,4.6 g/dm^3,0.36 g/dm^3,True
3.3 ,163.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,5.2 g/dm^3,0.39 g/dm^3,True
3.38 ,29.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,4.4 g/dm^3,0.08 g/dm^3,False
3.0 ,135.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,3.5 g/dm^3,0.3 g/dm^3,True
3.2 ,93.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,1.2 g/dm^3,0.37 g/dm^3,False
2.92 ,124.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,11.6 g/dm^3,0.36 g/dm^3,True
3.14 ,118.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,5.4 g/dm^3,0.45 g/dm^3,False
3.17 ,119.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,5.8 g/dm^3,0.32 g/dm^3,True
3.0 ,118.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,13.5 g/dm^3,0.35 g/dm^3,True
3.21 ,21.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,1.4 g/dm^3,0.43 g/dm^3,False
3.02 ,159.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,2.4 g/dm^3,0.28 g/dm^3,True
3.06 ,132.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,7.7 g/dm^3,0.28 g/dm^3,True
3.22 ,113.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,16.0 g/dm^3,0.2 g/dm^3,True
3.09 ,180.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,1.8 g/dm^3,0.39 g/dm^3,True
2.99 ,101.0 mg/dm^3,0.057 g(sodium chloride)/dm^3,8.0 g/dm^3,0.34 g/dm^3,False
3.21 ,29.0 mg/dm^3,0.094 g(sodium chloride)/dm^3,2.2 g/dm^3,0.23 g/dm^3,False
3.04 ,25.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.7 g/dm^3,0.34 g/dm^3,False
3.58 ,33.0 mg/dm^3,0.068 g(sodium chloride)/dm^3,2.3 g/dm^3,0.0 g/dm^3,False
3.25 ,31.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,2.2 g/dm^3,0.0 g/dm^3,False
3.43 ,130.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,1.7 g/dm^3,0.26 g/dm^3,True
3.15 ,178.0 mg/dm^3,0.119 g(sodium chloride)/dm^3,9.6 g/dm^3,0.24 g/dm^3,True
3.24 ,81.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,2.3 g/dm^3,0.22 g/dm^3,False
3.41 ,30.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,1.7 g/dm^3,0.38 g/dm^3,False
3.31 ,128.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,1.8 g/dm^3,0.49 g/dm^3,False
3.18 ,190.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,6.2 g/dm^3,0.22 g/dm^3,False
3.14 ,76.0 mg/dm^3,0.111 g(sodium chloride)/dm^3,5.8 g/dm^3,0.19 g/dm^3,False
2.97 ,107.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,2.7 g/dm^3,0.34 g/dm^3,True
3.3 ,140.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,12.7 g/dm^3,0.36 g/dm^3,True
2.9 ,95.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,3.2 g/dm^3,0.24 g/dm^3,True
3.34 ,135.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,1.4 g/dm^3,0.31 g/dm^3,True
3.19 ,126.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,1.6 g/dm^3,0.41 g/dm^3,False
3.04 ,121.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,1.2 g/dm^3,0.33 g/dm^3,True
2.98 ,86.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,1.1 g/dm^3,0.25 g/dm^3,True
3.26 ,85.0 mg/dm^3,0.111 g(sodium chloride)/dm^3,2.0 g/dm^3,0.57 g/dm^3,False
3.44 ,72.0 mg/dm^3,0.083 g(sodium chloride)/dm^3,2.1 g/dm^3,0.3 g/dm^3,False
3.3 ,61.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,1.8 g/dm^3,0.37 g/dm^3,False
3.47 ,35.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,1.9 g/dm^3,0.0 g/dm^3,False
3.27 ,151.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,7.5 g/dm^3,0.49 g/dm^3,True
3.23 ,86.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,4.9 g/dm^3,0.38 g/dm^3,True
3.23 ,198.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,14.7 g/dm^3,0.28 g/dm^3,False
3.27 ,24.0 mg/dm^3,0.068 g(sodium chloride)/dm^3,2.0 g/dm^3,0.41 g/dm^3,False
3.13 ,122.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,8.0 g/dm^3,0.3 g/dm^3,True
3.38 ,40.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,2.4 g/dm^3,0.02 g/dm^3,False
3.04 ,200.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,13.1 g/dm^3,0.36 g/dm^3,True
3.38 ,92.0 mg/dm^3,0.063 g(sodium chloride)/dm^3,1.2 g/dm^3,0.49 g/dm^3,True
3.15 ,148.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,1.8 g/dm^3,0.33 g/dm^3,False
3.22 ,114.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,4.3 g/dm^3,0.29 g/dm^3,True
3.1 ,150.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,7.1 g/dm^3,0.34 g/dm^3,True
3.34 ,168.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,5.1 g/dm^3,0.22 g/dm^3,True
3.33 ,27.0 mg/dm^3,0.064 g(sodium chloride)/dm^3,3.0 g/dm^3,0.15 g/dm^3,False
3.1 ,174.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,8.1 g/dm^3,0.49 g/dm^3,True
3.07 ,73.0 mg/dm^3,0.057 g(sodium chloride)/dm^3,0.9 g/dm^3,0.49 g/dm^3,True
3.52 ,105.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,1.3 g/dm^3,0.27 g/dm^3,True
2.99 ,124.0 mg/dm^3,0.015 g(sodium chloride)/dm^3,7.4 g/dm^3,0.32 g/dm^3,True
3.25 ,130.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,4.45 g/dm^3,0.74 g/dm^3,True
3.41 ,197.0 mg/dm^3,0.093 g(sodium chloride)/dm^3,10.0 g/dm^3,0.24 g/dm^3,False
3.44 ,136.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,1.7 g/dm^3,0.26 g/dm^3,True
2.92 ,163.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,4.1 g/dm^3,0.47 g/dm^3,True
3.28 ,23.0 mg/dm^3,0.104 g(sodium chloride)/dm^3,4.0 g/dm^3,0.51 g/dm^3,False
3.17 ,146.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,1.3 g/dm^3,0.4 g/dm^3,True
3.09 ,131.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,1.0 g/dm^3,0.49 g/dm^3,True
3.31 ,208.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,7.8 g/dm^3,0.39 g/dm^3,True
2.95 ,195.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,14.8 g/dm^3,0.48 g/dm^3,True
3.44 ,153.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,2.7 g/dm^3,0.31 g/dm^3,True
3.1 ,178.0 mg/dm^3,0.127 g(sodium chloride)/dm^3,1.0 g/dm^3,0.5 g/dm^3,False
3.36 ,26.0 mg/dm^3,0.072 g(sodium chloride)/dm^3,2.0 g/dm^3,0.02 g/dm^3,False
3.02 ,121.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,1.8 g/dm^3,0.28 g/dm^3,False
3.52 ,32.0 mg/dm^3,0.067 g(sodium chloride)/dm^3,2.3 g/dm^3,0.08 g/dm^3,False
3.13 ,150.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,1.1 g/dm^3,0.33 g/dm^3,False
3.49 ,140.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,4.5 g/dm^3,0.25 g/dm^3,True
3.31 ,124.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,3.0 g/dm^3,0.3 g/dm^3,True
3.15 ,122.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,2.1 g/dm^3,0.5 g/dm^3,True
3.21 ,197.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,7.9 g/dm^3,0.16 g/dm^3,False
3.08 ,17.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,2.2 g/dm^3,0.41 g/dm^3,False
2.95 ,92.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,5.2 g/dm^3,0.29 g/dm^3,True
3.32 ,77.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,2.2 g/dm^3,0.29 g/dm^3,False
3.04 ,116.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,12.7 g/dm^3,0.33 g/dm^3,True
3.25 ,171.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,2.0 g/dm^3,0.34 g/dm^3,True
3.2 ,174.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,18.95 g/dm^3,0.26 g/dm^3,False
3.34 ,20.0 mg/dm^3,0.072 g(sodium chloride)/dm^3,4.6 g/dm^3,0.48 g/dm^3,False
3.13 ,127.0 mg/dm^3,0.051 g(sodium chloride)/dm^3,2.3 g/dm^3,0.3 g/dm^3,True
3.04 ,195.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,7.7 g/dm^3,0.49 g/dm^3,True
3.16 ,70.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,2.6 g/dm^3,0.37 g/dm^3,False
3.04 ,178.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,9.5 g/dm^3,0.26 g/dm^3,True
3.25 ,28.0 mg/dm^3,0.079 g(sodium chloride)/dm^3,1.9 g/dm^3,0.26 g/dm^3,False
3.4 ,30.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,1.9 g/dm^3,0.02 g/dm^3,False
3.36 ,198.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,13.8 g/dm^3,0.46 g/dm^3,True
3.41 ,102.0 mg/dm^3,0.029 g(sodium chloride)/dm^3,1.6 g/dm^3,0.32 g/dm^3,True
3.08 ,172.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,9.7 g/dm^3,0.33 g/dm^3,False
3.35 ,75.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,2.6 g/dm^3,0.49 g/dm^3,False
3.19 ,131.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,1.2 g/dm^3,0.28 g/dm^3,True
3.15 ,170.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,8.1 g/dm^3,0.4 g/dm^3,True
3.03 ,174.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,15.4 g/dm^3,0.34 g/dm^3,True
3.12 ,169.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,13.4 g/dm^3,0.32 g/dm^3,True
3.01 ,125.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,2.8 g/dm^3,0.17 g/dm^3,False
2.83 ,130.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,3.5 g/dm^3,0.19 g/dm^3,False
3.13 ,197.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,17.3 g/dm^3,0.31 g/dm^3,True
2.96 ,205.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,18.2 g/dm^3,1.0 g/dm^3,False
3.12 ,176.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,7.7 g/dm^3,0.28 g/dm^3,False
3.19 ,17.0 mg/dm^3,0.082 g(sodium chloride)/dm^3,5.0 g/dm^3,0.49 g/dm^3,False
3.24 ,99.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,1.1 g/dm^3,0.04 g/dm^3,True
3.24 ,29.0 mg/dm^3,0.116 g(sodium chloride)/dm^3,2.95 g/dm^3,0.66 g/dm^3,False
2.96 ,220.0 mg/dm^3,0.239 g(sodium chloride)/dm^3,13.0 g/dm^3,0.49 g/dm^3,False
3.42 ,40.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,2.3 g/dm^3,0.13 g/dm^3,False
3.25 ,130.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,4.45 g/dm^3,0.74 g/dm^3,True
3.0 ,119.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,1.0 g/dm^3,0.24 g/dm^3,False
3.48 ,127.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,1.6 g/dm^3,0.29 g/dm^3,True
3.06 ,140.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,12.2 g/dm^3,0.31 g/dm^3,True
3.16 ,93.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,5.85 g/dm^3,0.37 g/dm^3,True
